TiempoTotal,TimepError,ErrorX,Zero,ErrorY,Error,P,I,D,lr,fb,ud,yaw
465961904397526.00,15.61962891,33,0,-50,-17,0.1,0.5,0,0,0,0,-1
467614251593768.00,15.61791992,33,0,-47,-14,0.1,0.5,0,0,0,0,0
469266598790135.00,0,34,0,-46,-12,0.1,0.5,0,0,0,0,0
470918945986627.00,0,36,0,-44,-8,0.1,0.5,0,0,0,0,1
472571293183244.00,0,36,0,-44,-8,0.1,0.5,0,0,0,0,0
474223640379986.00,0,37,0,-42,-5,0.1,0.5,0,0,0,0,1
475875987576837.00,0,36,0,-40,-4,0.1,0.5,0,0,0,0,0
477528334773814.00,15.61914063,36,0,-41,-5,0.1,0.5,0,0,0,0,-1
479180681970899.00,15.61987305,36,0,-41,-5,0.1,0.5,0,0,0,0,0
480833029168110.00,0,36,0,-38,-2,0.1,0.5,0,0,0,0,1
482485376365430.00,0,35,0,-33,2,0.1,0.5,0,0,0,0,2
484137723562874.00,0,34,0,-33,1,0.1,0.5,0,0,0,0,0
485790070760444.00,0,32,0,-25,7,0.1,0.5,0,0,0,0,3
487442417958139.00,0,29,0,-19,10,0.1,0.5,0,0,0,0,2
489094765155943.00,0,29,0,-15,14,0.1,0.5,0,0,0,0,3
490747112353857.00,0,29,0,-12,17,0.1,0.5,0,0,0,0,3
492399459551895.00,0,29,0,-10,19,0.1,0.5,0,0,0,0,2
494051806750059.00,0,30,0,-8,22,0.1,0.5,0,0,0,0,3
495704153948347.00,15.62011719,29,0,-6,23,0.1,0.5,0,0,0,0,2
497356501146745.00,0,32,0,-1,31,0.1,0.5,0,0,0,0,7
499008848345252.00,15.61865234,34,0,-1,33,0.1,0.5,0,0,0,0,4
500661195543916.00,0,37,0,5,42,0.1,0.5,0,0,0,0,8
502313542742704.00,15.62036133,37,0,6,43,0.1,0.5,0,0,0,0,4
503965889941602.00,0,41,0,12,53,0.1,0.5,0,0,0,0,10
505618237140609.00,0,41,0,10,51,0.1,0.5,0,0,0,0,4
507270584339726.00,15.61743164,44,0,14,58,0.1,0.5,0,0,0,0,9
508922931538968.00,0,46,0,15,61,0.1,0.5,0,0,0,0,7
510575278738318.00,0,47,0,14,61,0.1,0.5,0,0,0,0,6
512227625937779.00,0,46,0,12,58,0.1,0.5,0,0,0,0,4
513879973137364.00,0,44,0,10,54,0.1,0.5,0,0,0,0,3
515532320337074.00,0,43,0,7,50,0.1,0.5,0,0,0,0,3
517184667536894.00,0,40,0,4,44,0.1,0.5,0,0,0,0,1
