1084.242431640625,1590,358,22,19
26.00634765625,1590,358,22,19
18.004638671875,1590,358,22,19
23.00439453125,1590,358,22,19
19.0029296875,1590,358,22,19
18.003662109375,1590,358,22,19
19.003173828125,1590,358,22,19
18.003662109375,1590,358,22,19
19.00390625,1590,358,22,19
19.003662109375,1590,358,22,19
20.004150390625,1590,358,22,19
20.003662109375,1590,358,22,19
20.00439453125,1590,358,22,19
18.00439453125,1590,358,22,19
20.004638671875,1590,358,22,19
19.002685546875,1590,358,22,19
18.00390625,1590,358,22,19
18.003173828125,1590,358,22,19
19.005126953125,1590,358,22,19
18.005615234375,1590,358,22,19
20.004150390625,1590,358,22,19
19.005126953125,1590,358,22,19
18.004150390625,1590,358,22,19
19.003173828125,1590,358,22,19
18.00439453125,1590,358,22,19
21.00390625,1590,358,22,19
20.00341796875,1590,358,22,19
19.004638671875,1590,358,22,19
19.0029296875,1590,358,22,19
18.00537109375,1590,358,22,19
18.003173828125,1590,358,22,19
19.005859375,1590,358,22,19
20.00390625,1590,358,22,19
19.003662109375,1590,358,22,19
19.005859375,1590,358,22,19
18.0029296875,1590,358,22,19
18.00244140625,1590,358,22,19
18.00439453125,1590,358,22,19
19.004150390625,1590,358,22,19
18.0048828125,1590,358,22,19
20.00341796875,1590,358,22,19
20.003173828125,1590,358,22,19
20.00390625,1590,358,22,19
19.004150390625,1590,358,22,19
20.00390625,1590,358,22,19
18.002685546875,1590,358,22,19
18.00439453125,1590,358,22,19
18.004150390625,1590,358,22,19
19.00390625,1590,358,22,19
17.005126953125,1590,358,22,19
19.00390625,1590,358,22,19
17.004638671875,1590,358,22,19
17.004638671875,1590,358,22,19
19.004150390625,1590,358,22,19
19.00390625,1590,358,22,19
18.00341796875,1590,358,22,19
18.003173828125,1590,358,22,19
20.0048828125,1590,358,22,19
20.0048828125,1590,358,22,19
20.0029296875,1590,358,22,19
20.00537109375,1590,358,22,19
18.005126953125,1590,358,22,19
20.004150390625,1590,358,22,19
19.00439453125,1590,358,22,19
18.0029296875,1590,358,22,19
22.0048828125,1590,358,22,19
18.003662109375,1590,358,22,19
18.00390625,1590,358,22,19
19.00439453125,1590,358,22,19
18.00341796875,1590,358,22,19
19.004150390625,1590,358,22,19
18.004150390625,1590,358,22,19
19.00390625,1590,358,22,19
20.00390625,1590,358,22,19
20.005859375,1590,358,22,19
18.003662109375,1590,358,22,19
19.00439453125,1590,358,22,19
18.0048828125,1590,358,22,19
20.00439453125,1590,358,22,19
18.004150390625,1590,358,22,19
18.00390625,1590,358,22,19
18.00341796875,1590,358,22,19
18.00439453125,1590,358,22,19
18.004638671875,1590,358,22,19
18.00439453125,1590,358,22,19
18.00390625,1590,358,22,19
17.00341796875,1590,358,22,19
18.00439453125,1590,358,22,19
18.003662109375,1590,358,22,19
19.004638671875,1590,358,22,19
19.003662109375,1590,358,22,19
18.00390625,1590,358,22,19
18.004150390625,1590,358,22,19
23.005126953125,1590,358,22,19
18.00439453125,1590,358,22,19
18.00439453125,1590,358,22,19
18.00439453125,1590,358,22,19
18.00439453125,1590,358,22,19
18.00439453125,1590,358,22,19
18.004638671875,1590,358,22,19
18.00390625,1590,358,22,19
18.005126953125,1590,358,22,19
18.00390625,1590,358,22,19
18.00341796875,1590,358,22,19
18.005126953125,1590,358,22,19
19.003662109375,1590,358,22,19
21.004638671875,1590,358,22,19
18.00390625,1590,358,22,19
18.004150390625,1590,358,22,19
18.004638671875,1590,358,22,19
18.00439453125,1590,358,22,19
18.00390625,1590,358,22,19
18.003662109375,1590,358,22,19
18.004150390625,1590,358,22,19
18.003662109375,1590,358,22,19
18.004150390625,1590,358,22,19
